CodigoProduto,DescricaoProduto,TipoEmbalagem,Unidade,CodDepartamento,DescricaoDepartamento,CodSecao,DescricaoSecao,InformacoesTecnicasV1,CodMarca,Marca,CodUnidade,QtdeEmbalagem,PesoEmbalagemUnitaria
3809,COPO TIPO 4,24X300ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,24,1.0
3810,TACA TIPO 4,24X250ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,24,1.0
3840,GUARDAN.29X29CM,24X100UN,CX,6,EMBALAGENS/DESCARTAVEIS,640,GUARDANAPO,,366,"ROSA,ROS",3,2400,1.0
3845,AGUARD. 150 ANOS,700ML,UN,1,BEBIDAS,62,AGUARDENTE,700ML,470,YPIOCA,2,1,0.7
3847,FEIJAO BRANCO TIPO 1,500G,UN,2,ALIMENTOS,240,CEREAL,500G,209,JARAGUA,2,1,0.5
3851,LICOR PEACH/PESSEGO,720ML,UN,1,BEBIDAS,22,LICOR,720ML,407,STOCK,2,1,0.72
3858,MOUSSE CHOCOLATE BRANCO,500G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,410,SUFLAIR,2,1,0.5
3860,COPO TIPO 4,24X200ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,24,1.0
3871,VERDE (S/ENV.),C/10,UN,1,BEBIDAS,1022,CHA,SEM ENVELOPE,236,"LEAO,CHA MATTE LEAO",2,10,0.0
3872,FRUTAS CITRICAS,15X250ML,CX,1,BEBIDAS,88,SUCO PRONTO,15X250ML,424,TAMPICO,3,15,0.25
3876,"AZEITE EXT V ARG.0,5%",250ML PET,UN,2,ALIMENTOS,216,AZEITE,250ML PET,102,COCINERO,2,1,0.25
3878,AGUA SANITARIA 1L,12X1L,CX,5,LIMPEZA,502,AGUA SANITARIA/ALVEJANTE,12X1L,469,YPE,3,12,1.0
3879,COND. ERVA DOCE,250G,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,250G,208,JANDIRA,2,1,0.25
3885,POTE PET BIP742 RED.ARTICUL.250ML,C/200,CX,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"LARG 12,3 ALT 4,4CM",40,"BIPACK,BP",3,200,1.0
3886,POTE PET BIP750 RED.ARTICUL.350ML,C/200,CX,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"LARG 12,3 ALT 5,6CM",40,"BIPACK,BP",3,200,1.0
3890,CHOC.BOMBOM TRITURADO AMENDOIM,2KG,CX,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,32,BARION,3,1,2.0
3891,TUBETES ROLINHO WAFER BAUNILHA,1KG,CX,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,32,BARION,3,1,1.0
3893,BISC. CHOCOLATE,"1,7KG",CX,2,ALIMENTOS,230,BISCOITO,UTILIZAÇÃO TORTA HOLANDESA,32,BARION,3,1,1.7
3896,VINHO NAC CABERNET TINTO SUAVE,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML,7,"ALMADEN,ALMADEM",2,1,0.75
3897,AMENDOIM TORRADO METADES,1KG,UN,2,ALIMENTOS,240,CEREAL,,695,ANDREIA,2,1,1.0
3899,PALMITO PICADO PUPUNHA,"1,8KG",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"1,8KG",187,GUARA,2,1,1.8
3908,TACA VINHO GALLANT 250ML 7008,12X250ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,12,1.0
3909,TACA VINHO GALLANT 220ML7108,12X220ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,12,1.0
3911,TACA TIPO 4,12X320ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,12,1.0
3914,AGUARD. OURO,965ML,UN,1,BEBIDAS,62,AGUARDENTE,965ML,480,51,2,1,0.965
3918,PRATO FUNDO BRANCO BLANC 22CM 5845,24X1,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,0,1.0
3921,PRATO SOBREM.BRANCO BLANC 19CM 5345,24X1,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,0,1.0
3951,FARINHA ARROZ,1KG,UN,2,ALIMENTOS,268,FARINHA/FARINACEOS,1KG,452,URBANO,2,1,1.0
3968,MOLHO PIMENTA ,150ML,UN,2,ALIMENTOS,206,MOLHO,,122,DAJUDA,2,1,0.15
3970,MOLHO PIMENTA,900ML,UN,2,ALIMENTOS,206,MOLHO,,122,DAJUDA,2,1,0.9
4005,COGUMELO FAT.TP-1 ,2KG,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,5,"ALDEIA DA SERRA,ALDEIA SERRA",2,1,2.0
4008,AGUARD. BRASILIZAR CG PRATA,965ML,UN,1,BEBIDAS,62,AGUARDENTE,965ML,470,YPIOCA,2,1,0.965
4010,MAC.G.DURO ESPAGUETE INTEGRAL,500G,UN,2,ALIMENTOS,224,MASSA,500G,324,PETYBON,2,1,0.5
4014,AGUARD. BRASILIZAR CG OURO,965ML,UN,1,BEBIDAS,62,AGUARDENTE,965ML,470,YPIOCA,2,1,0.965
4018,AGUARD. EMPALH. RES CARVALHO OURO,965ML,UN,1,BEBIDAS,62,AGUARDENTE,965ML,470,YPIOCA,2,1,0.965
4043,AMIDO DE MILHO 3408,25KG,UN,2,ALIMENTOS,258,AMIDO/FECULA/POLVILHO,25KG,14,AMISOL,2,1,25.0
4044,FLOCOS DE ARROZ,500G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,441,TOP,2,1,0.5
4048,CAFE TRADICIONAL,1KG,UN,2,ALIMENTOS,262,CAFE,1KG,325,PILAO,2,1,1.0
4060,AMAC.ROUPA ROSA TERNURA,2L,UN,5,LIMPEZA,504,AMACIANTE ROUPA,2L,469,YPE,2,1,2.0
4068,LIMPA VIDROS,500ML,UN,5,LIMPEZA,512,LIMPADOR,500ML,459,VITREO,2,1,0.5
4069,LIMPADOR LIMPEZA PESADA,5L,UN,5,LIMPEZA,512,LIMPADOR,5L,61,BRILHOLAC,2,1,5.0
4072,CAFE EXTRA FORTE,500G,UN,2,ALIMENTOS,262,CAFE,500G,69,CABOCLO,2,1,0.5
4074,WHISKY SINGLE M. 12 YEARS,1L,UN,1,BEBIDAS,4,WHISKY IMPORTADO,1L,79,CARDHU,2,1,1.0
4075,CATCHUP ,380G,UN,2,ALIMENTOS,212,ATOMATADO/CATCHUP,380G,197,"HELLMANNS,HELLMANS",2,1,0.38
4076,MAIONESE ,335G,UN,2,ALIMENTOS,210,MAIONESE,,197,"HELLMANNS,HELLMANS",2,1,0.335
4082,COND. LIMAO PO,800G,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,800G,225,KNORR,2,1,0.8
4098,CHOC.BIBS AO LEITE,18X40G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",9,18,0.04
4099,CHOC.BIBS PRETO E BRANCO,18X40G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",9,18,0.04
4100,CHOC.BIBS MORANGO EXTREME,18X40G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",9,18,0.04
4101,CHOC.BIBS AMENDOIM,18X40G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",9,18,0.04
4102,CHOC.BIBS PASSAS,18X40G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",9,18,0.04
4104,CHOC.BIBS CROCANTE,18X40G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",9,18,0.04
4110,CHOC.BIBS BRANCO,18X40G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",9,18,0.04
4111,CHOC.BIBS COPO AMENDOIM,180G,UN,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",2,1,0.18
4113,COPO TIPO 4,24X200ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,24,1.0
4123,BOLO CHOCOLATE,5KG,UN,2,ALIMENTOS,228,MISTURA/MISTURA BOLO,5KG,337,PRE-MESCLA,2,1,5.0
4129,CHOC.STIKADINHO BARRA ,12X70G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",9,12,0.07
4130,CHOC.NAPOLITANO BARRA ,12X70G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",9,12,0.07
4137,DOCE DE LEITE PURO,"4,75KG",UN,2,ALIMENTOS,10001,DOCE DE LEITE,,280,"MUMU,MU-MU",2,1,4.75
4149,BATATA PALHA,800G,UN,2,ALIMENTOS,244,BATATA PALHA,800G,1,AGITUS,2,1,0.8
4158,CEREJA MARASQUINO SAINTPAUL C/TALO ,"1,8KG LATA",UN,2,ALIMENTOS,202,CONSERVA DOCE/ENLATADOS,"1,8KG LATA",370,"SAINT PAUL,SANT PAUL",2,1,1.8
4181,CHOC.BIBS SACHE AMENDOIM,140G,UN,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",2,1,0.14
4182,CHOC.BIBS SACHE AO LEITE/BCO,120G,UN,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,AO LEITE E BRANCO,292,"NEUGEBAUER,A.CARIOCA",2,1,0.12
4183,CHOC.1891 BARRA INTENSE 70% CACAU,10X90G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,CHOCOLATE AMARGO,292,"NEUGEBAUER,A.CARIOCA",9,10,0.09
4187,UVA PASSAS BRANCA S/S,500G,PT,2,ALIMENTOS,278,FRUTAS SECAS/CRISTALIZADAS,500G,24,ATACAMA,7,1,0.5
4190,UVA PASSAS PRETA S/S,500G,PT,2,ALIMENTOS,278,FRUTAS SECAS/CRISTALIZADAS,500G - ARGENTINA,24,ATACAMA,7,1,0.5
4200,GUARDAN.10X20,C/4800,CX,6,EMBALAGENS/DESCARTAVEIS,640,GUARDANAPO,,366,"ROSA,ROS",3,4800,1.0
4208,GUARDAN.SACHE 20X21CM,1000X2UN,CX,6,EMBALAGENS/DESCARTAVEIS,640,GUARDANAPO,,366,"ROSA,ROS",3,2000,1.0
4209,SAL REFIN.,10X1KG,FD,2,ALIMENTOS,274,SAL,10X1KG,255,MARFIM,1,10,1.0
4212,SAL GROSSO CHURRASCO,10X1KG,FD,2,ALIMENTOS,274,SAL,10X1KG,255,MARFIM,1,10,1.0
4232,UTEN.AVENTAL EMBORRA.BCO P 80X63CM,1,UN,7,UTILIDADES,708,VESTURARIO PROFISSIONAL,1-BRANCO,519,"AVENTAL BLUMENAU,BLUM",2,1,1.0
4233,UTEN.AVENTAL EMBORRA.BCO M 90X63CM,1,UN,7,UTILIDADES,708,VESTURARIO PROFISSIONAL,1-BRANCO,519,"AVENTAL BLUMENAU,BLUM",2,1,1.0
4234,UTEN.AVENTAL EMBORRA.BCO G 0X63CM,1,UN,7,UTILIDADES,708,VESTURARIO PROFISSIONAL,1-BRANCO,519,"AVENTAL BLUMENAU,BLUM",2,1,1.0
4239,GIN,1L,UN,1,BEBIDAS,16,GIN,1L,363,ROCKS,2,1,1.0
4244,COND. FUNGHI SECHI VACUO,500G,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,500G,370,"SAINT PAUL,SANT PAUL",2,1,0.5
4250,GIN TEN ING.,750ML,UN,1,BEBIDAS,16,GIN,750ML,425,TANQUERAY,2,1,0.75
4251,REPOSADO,750ML,UN,1,BEBIDAS,14,TEQUILA,750ML,140,DON JULIO,2,1,0.75
4252,"DOCE DE LEITE C/CHOC. 4,8KG",4.8KG,UN,2,ALIMENTOS,10001,DOCE DE LEITE,COM SORO DE LEITE,25,AUREA,2,1,4.8
4256,LEITE DE COCO ,200ML,UN,2,ALIMENTOS,272,LEITE DE COCO,11% DE GORDURA,251,"MAIS COCO,.M.COCO",2,1,0.2
4258,PIPOCA MICR. COB.CARAMELO,160G,UN,2,ALIMENTOS,240,CEREAL,160G,468,YOKI,2,1,0.16
4265,ERVILHA ,"1,7KG",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"1,7KG",554,PRAMESA,2,1,1.7
4272,VINAGRE ARROZ,12X750ML,CX,2,ALIMENTOS,252,VINAGRE/ACETO,12X750ML,195,"HEINIG,HENING",3,12,0.75
4277,ARROZ INTEGRAL,10X1KG,FD,2,ALIMENTOS,260,ARROZ,10X1KG,67,BURITI,1,10,1.0
4297,TOALHA PAPEL 12X2X60 TOALHAS,12X2 ROLOS,FD,6,EMBALAGENS/DESCARTAVEIS,650,TOALHA PAPEL,2 ROLOS COM 60 FOLHAS EM CADA,47,BOB,1,12,1.0
4306,TACA TIPO 3,12X190ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,12,1.0
4308,TACA TIPO 3,12X490ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,12,1.0
4309,TACA VINHO BARONE 375ML 7156,12X385ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,12,1.0
4312,HAMBURG.ISOP.102,C/100,FD,6,EMBALAGENS/DESCARTAVEIS,614,LANCHEIRA ISOPOR,"COMP 29,5 LARG 23,5 ALT 7,5CM - CAP.2KG",110,COPOBRAS,1,100,1.0
4315,PRATO ISOP.15CM FUNDO CMB015,C/20,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,200G,110,COPOBRAS,7,20,1.0
4317,PRATO ISOP.26CM CPR026,C/25,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,700G,110,COPOBRAS,7,25,1.0
4318,COPO PL.LISO 300ML TRAN. CPT300,C/10,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PP - CHOPP,110,COPOBRAS,6,10,1.0
4330,AP BARBEAR DESC COMFORTORT 3 AZUL,C/2,CT,4,HIGIENE PESSOAL,1021,APARELHO BARBEAR,C/2,37,BIC,5,2,1.0
4331,AP BARBEAR DESC COMFORTORT 3 BLACK,C/12,CT,4,HIGIENE PESSOAL,1021,APARELHO BARBEAR,C/12,37,BIC,5,12,1.0
4332,GIN LONDON DRY ING.,750ML,UN,1,BEBIDAS,16,GIN,750ML,51,BOMBAY,2,1,0.75
4333,AP BARBEAR DESC SENSITIVE AMAR.,12X2,CT,4,HIGIENE PESSOAL,1021,APARELHO BARBEAR,12X2,37,BIC,5,24,1.0
4334,AP BARBEAR DESC COMFORTORT 3 AZUL,C/12,CT,4,HIGIENE PESSOAL,1021,APARELHO BARBEAR,C/12,37,BIC,5,12,1.0
4335,AP BARBEAR DESC COMFORTORT 2 VERDE,12X2,CT,4,HIGIENE PESSOAL,1021,APARELHO BARBEAR,12X2,37,BIC,5,24,1.0
4337,AP BARBEAR DESC COMFORTORT 2 AZUL,12X2,CT,4,HIGIENE PESSOAL,1021,APARELHO BARBEAR,12X2,37,BIC,5,24,1.0
4338,AP BARBEAR DESC COMFORTORT 2 WOMEN,6X2,CT,4,HIGIENE PESSOAL,1021,APARELHO BARBEAR,6X2,37,BIC,5,12,1.0
4350,ISQUEIRO MAXI COLOR SM,C/1,CT,7,UTILIDADES,716,ISQUEIRO,C/1,37,BIC,5,1,1.0
4351,ISQUEIRO MAXI COLOR BANDEJA C/50,C/50,BJ,7,UTILIDADES,716,ISQUEIRO,50UN,37,BIC,17,0,1.0
4353,ISQUEIRO MINI COLOR SM,C/1,CT,7,UTILIDADES,716,ISQUEIRO,C/1,37,BIC,5,1,1.0
4354,ISQUEIRO MINI COLOR L4P3,C/4,CT,7,UTILIDADES,716,ISQUEIRO,C/4,37,BIC,5,4,1.0
4355,CANETA CRISTAL FINA AZUL,C/50,CX,7,UTILIDADES,10004,CANETA,C/50,37,BIC,3,50,1.0
4357,CANETA CRISTAL MEDIA PRETA,C/50,CX,7,UTILIDADES,10004,CANETA,C/50,37,BIC,3,50,1.0
4358,CANETA CRISTAL MEDIA AZUL,C/50,CX,7,UTILIDADES,10004,CANETA,C/50,37,BIC,3,50,1.0
4361,AP BARBEAR DESC SENSITIVE COMFORT TWIN,C/2,CT,4,HIGIENE PESSOAL,1021,APARELHO BARBEAR,L6P5,37,BIC,5,0,1.0
4373,POTE PL.100ML BRANCA PT100 PS,C/100,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,TAMPA COMPATIVEL TS100 E TST100,110,COPOBRAS,6,100,1.0
4375,AP BARBEAR DESC COMFORTORT 3 BLACK,C/2,CT,4,HIGIENE PESSOAL,1021,APARELHO BARBEAR,C/2,37,BIC,5,2,1.0
4378,PRATO ISOP.DECORADO 25CM MP25,C/200,FD,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"DIAM 25CM ALT 1,9CM",671,MEIWA,1,200,1.0
4379,PRATO ISOP.DECORADO 19CM MP19,C/400,FD,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"DIAM 19 ALT 1,45CM",671,MEIWA,1,400,1.0
4380,PRATO ISOP.DECORADO 21CM MP21,C/200,FD,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"DIAM 21 ALT 1,6CM",671,MEIWA,1,200,1.0
4381,PRATO ISOP.DECORADO 28CM MP28,C/200,FD,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"DIAM 28 ALT 2,2CM",671,MEIWA,1,200,1.0
4382,BAND.ISOP.DECORADA 27 MP27R,C/100,FD,6,EMBALAGENS/DESCARTAVEIS,616,BANDEJA DESCARTAVEL,"ALT 2 LARG 34,3 COMP 28,5CM",671,MEIWA,1,100,1.0
4383,BAND.ISOP.DECORADA 32 MP32R,C/100,FD,6,EMBALAGENS/DESCARTAVEIS,616,BANDEJA DESCARTAVEL,"ALT 2,3 LARG 33,4 COMP 40,4CM",671,MEIWA,1,100,1.0
4384,BAND.ISOP.DECORADA 05 MP05R,C/200,FD,6,EMBALAGENS/DESCARTAVEIS,616,BANDEJA DESCARTAVEL,"ALT 1,7 LARG 18,4 COMP 33CM",671,MEIWA,1,200,1.0
4388,PRATO PL.21CM BRANCA CPR021,C/10,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,110,COPOBRAS,7,10,1.0
4389,PRATO PL.26CM BRANCA PR026,C/10,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,110,COPOBRAS,7,10,1.0
4402,MILANESA P/FRITURAS,800G,UN,2,ALIMENTOS,266,PREPAROS CULINARIOS,800G,225,KNORR,2,1,0.8
4404,VINHO IMP PORT TAWNY DOURO ,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,750ML,735,PORTO MESSIAS ,2,1,0.75
4408,TOALHA PAPEL INT.BCA LEVE 20X21,C/1000,PT,6,EMBALAGENS/DESCARTAVEIS,650,TOALHA PAPEL,100% PAPEL VIRGEM ,366,"ROSA,ROS",7,1000,1.0
4409,PAPEL HIG.ROLAO BRANCO RECICLADO,8X300M,FD,4,HIGIENE PESSOAL,402,PAPEL HIGIENICO,LARG ROLO 10CM - 100% RECICLADO,156,"ESSENCE,ESSENSE",1,8,1.0
4410,TOALHA PAPEL INT.CREME 20X21,C/1000,PT,6,EMBALAGENS/DESCARTAVEIS,650,TOALHA PAPEL,,156,"ESSENCE,ESSENSE",7,1000,1.0
4413,TOMATE DESIDRATADO (BASE),750G,UN,2,ALIMENTOS,212,ATOMATADO/CATCHUP,750G,225,KNORR,2,1,0.75
4423,AZEITONA FATIADA V.FERTIL TP2 ,"1,8KG BALDE",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"1,8KG BALDE",453,"VALE FERTIL,V FERTIL",2,1,1.8
4453,QUEIJO RALADO GROSSO,1KG,UN,2,ALIMENTOS,226,QUEIJO RALADO,SABOR PARMESAO E MONTANHES,115,CRIOULO,2,1,1.0
4454,QUEIJO RALADO FINO 20X50,20X50G,PT,2,ALIMENTOS,226,QUEIJO RALADO,SABOR PARMESAO E MONTANHES,115,CRIOULO,7,20,0.05
4456,MAIONESE ,1KG,UN,2,ALIMENTOS,210,MAIONESE,,197,"HELLMANNS,HELLMANS",2,1,1.0
4460,CALDO GALINHA,850G,UN,2,ALIMENTOS,218,CALDO/AMACIANTE,,22,ARISCO,2,1,0.85
4461,CALDO CARNE,850G,UN,2,ALIMENTOS,218,CALDO/AMACIANTE,,22,ARISCO,2,1,0.85
4470,AMAC.ROUPA CONC. AZUL,500ML,UN,5,LIMPEZA,504,AMACIANTE ROUPA,500ML,177,"GIRANDO SOL,GIR.SOL",2,1,0.5
4472,AMAC.ROUPA BRANCO 2L - HIPOALERGENICO,2L,UN,5,LIMPEZA,504,AMACIANTE ROUPA,2L - HIPOALERGENICO,177,"GIRANDO SOL,GIR.SOL",2,1,2.0
4473,DESINF. JASMIM,2L,UN,5,LIMPEZA,526,DESINFETANTE,2L,177,"GIRANDO SOL,GIR.SOL",2,1,2.0
4474,SABAO GLICERINA,200G,UN,5,LIMPEZA,510,SABAO PEDRA,200G,177,"GIRANDO SOL,GIR.SOL",2,1,0.2
4476,BLANCO IMP.,750ML,UN,1,BEBIDAS,14,TEQUILA,750ML,140,DON JULIO,2,1,0.75
4481,MOLHO BARBECUE SACHE,192X7G,CX,2,ALIMENTOS,206,MOLHO,,122,DAJUDA,3,192,0.007
4483,MOLHO VERDE SACHE,192X7G,CX,2,ALIMENTOS,206,MOLHO,,122,DAJUDA,3,192,0.007
4486,DETERG LIQ. NEUTRO,5L,UN,5,LIMPEZA,514,DETERGENTE LIQUIDO,5L,469,YPE,2,1,5.0
4491,"PRATO PL.17,5CM BRANCA PR018",C/10,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,110,COPOBRAS,7,10,1.0
4498,OLEO SOJA,18L,UN,2,ALIMENTOS,220,GORDURA/OLEO ESPECIAIS,,101,COCAMAR,2,1,18.0
4508,COPO TIPO 3,12X350ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,12,1.0
4509,COPO TIPO 4,24X320ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,24,1.0
4515,PALITO ESPETO MAD.,C/100,PT,6,EMBALAGENS/DESCARTAVEIS,642,PALITO/ESPETINHO,C/100,176,GINA,7,100,1.0
4516,ATUM RALADO OLEO,400G LATA,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,400G LATA,444,TOURS,2,1,0.4
4517,ATUM PEDACOS OLEO,400G LATA,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,400G LATA,444,TOURS,2,1,0.4
4518,LICOR,750ML,UN,1,BEBIDAS,21,LICOR IMPORTADO,750ML,11,AMARULA,2,1,0.75
4519,ATUM SOLIDO OLEO,400G LATA,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,400G LATA,444,TOURS,2,1,0.4
4531,ESPUM BRUT,750ML,UN,1,BEBIDAS,40,ESPUMANTE,750ML,26,AURORA,2,1,0.75
4532,ESPUM DEMI-SEC,750ML,UN,1,BEBIDAS,40,ESPUMANTE,750ML,26,AURORA,2,1,0.75
4533,VODKA IMP.FRA.,3L,UN,1,BEBIDAS,8,VODKA IMPORTADA,3L,97,CIROC,2,1,3.0
4538,ESPUM S/ALCOOL ,660ML,UN,1,BEBIDAS,40,ESPUMANTE,660ML,148,DUSHY FEST,2,1,0.66
4540,BOLO MILHO ,5KG,UN,2,ALIMENTOS,228,MISTURA/MISTURA BOLO,5KG,337,PRE-MESCLA,2,1,5.0
4543,ESPUM BRUT,750ML,UN,1,BEBIDAS,40,ESPUMANTE,750ML,90,CHANDON,2,1,0.75
4545,ESPUM RICHE DEMI-SEC,750ML,UN,1,BEBIDAS,40,ESPUMANTE,750ML,90,CHANDON,2,1,0.75
4554,AGUA SANITARIA 1L,12X1L,CX,5,LIMPEZA,502,AGUA SANITARIA/ALVEJANTE,12X1L,347,"QBOA,Q.BOA",3,12,1.0
4555,ALVEJANTE FLORAL,12X1L,CX,5,LIMPEZA,502,AGUA SANITARIA/ALVEJANTE,12X1L,347,"QBOA,Q.BOA",3,12,1.0
4566,CALDO GALINHA,"1,01KG",UN,2,ALIMENTOS,218,CALDO/AMACIANTE,,225,KNORR,2,1,1.01
4567,CALDO DELICIAS DO MAR,"1,01KG",UN,2,ALIMENTOS,218,CALDO/AMACIANTE,,225,KNORR,2,1,1.01
4568,CALDO CARNE,"1,01KG",UN,2,ALIMENTOS,218,CALDO/AMACIANTE,,225,KNORR,2,1,1.01
4580,WHISKY &B RARE .,1L,UN,1,BEBIDAS,4,WHISKY IMPORTADO,1L,204,J,2,1,1.0
4581,FARINHA MILHO FLOCAO,500G,UN,2,ALIMENTOS,268,FARINHA/FARINACEOS,500G,468,YOKI,2,1,0.5
4582,TRIGO P/KIBE,500G,UN,2,ALIMENTOS,240,CEREAL,500G,468,YOKI,2,1,0.5
4601,AMENDOIM SALGADO DESCASCADO,500G,UN,3,BOMBONIERI,315,PETISCOS,,468,YOKI,2,1,0.5
4602,AMENDOIM JAPONES,500G,UN,3,BOMBONIERI,315,PETISCOS,,468,YOKI,2,1,0.5
4605,DETERG LIQ. NEUTRO,24X500ML,CX,5,LIMPEZA,514,DETERGENTE LIQUIDO,,702,LIMPOL,3,24,0.5
4614,DETERG LIQ. CLEAR,24X500ML,CX,5,LIMPEZA,514,DETERGENTE LIQUIDO,24X500ML,469,YPE,3,24,0.5
4616,DETERG LIQ. LIMAO,24X500ML,CX,5,LIMPEZA,514,DETERGENTE LIQUIDO,24X500ML,469,YPE,3,24,0.5
4617,DETERG LIQ. MACA,24X500ML,CX,5,LIMPEZA,514,DETERGENTE LIQUIDO,24X500ML,469,YPE,3,24,0.5
4618,DETERG LIQ. NEUTRO,24X500ML,CX,5,LIMPEZA,514,DETERGENTE LIQUIDO,24X500ML,469,YPE,3,24,0.5
4619,VINAGRE VINHO BRANCO,12X750ML,CX,2,ALIMENTOS,252,VINAGRE/ACETO,12X750ML,195,"HEINIG,HENING",3,12,0.75
4620,VINAGRE VINHO TINTO,12X750ML,CX,2,ALIMENTOS,252,VINAGRE/ACETO,12X750ML,195,"HEINIG,HENING",3,12,0.75
4634,PALMITO INTEIRO PUPUNHA ,1.8KG,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,1.8KG,278,MOSER,2,1,1.8
4644,CANUDO PL.SACHE BRANCO 5MM 26CM,C/100,PT,6,EMBALAGENS/DESCARTAVEIS,610,CANUDO,C/100 - 5MM,408,"STRAWPLAST,STRAW.",7,100,1.0
4645,MOLHO SHOYU ,"3,1L",UN,2,ALIMENTOS,206,MOLHO,,271,MITSUWA,2,1,3.1
